date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:27:25	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2022%20Feb%202024%2007:27:24%20GMT	http://connect.facebook.net/it_IT/all.js	C:/My%20Web%20Sites/approach/connect.facebook.net/it_IT/all.13.delayed	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:26	56888/56888	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Apr%202014%2010:21:16%20GMT	http://www.thecowisgonemoo.com/approach-html/images/image-1.jpg	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/images/image-1.jpg	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:28	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22af5943523214438b83bdcb7e2dcb4f24%22	https://connect.facebook.net/it_IT/all.js	C:/My%20Web%20Sites/approach/connect.facebook.net/it_IT/all.js	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:28	75005/75005	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Apr%202014%2010:21:17%20GMT	http://www.thecowisgonemoo.com/approach-html/images/image-2.jpg	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/images/image-2.jpg	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:31	49092/49092	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2006%20Apr%202014%2010:21:26%20GMT	http://www.thecowisgonemoo.com/approach-html/js/components.js	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/js/components.js	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:31	3486/3486	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2006%20Apr%202014%2010:21:26%20GMT	http://www.thecowisgonemoo.com/approach-html/js/custom.js	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/js/custom.js	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:36	57529/57529	---M--	200	added ('OK')	text/javascript	etag:%229127b207f82b7141%22	https://apis.google.com/js/platform.js	C:/My%20Web%20Sites/approach/apis.google.com/js/platform.js	(from http://www.thecowisgonemoo.com/approach-html/index-second.html)
08:27:37	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2006%20Apr%202014%2010:21:02%20GMT	http://www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfont.eot?v=4.0.3	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfontba72.eot	(from http://www.thecowisgonemoo.com/approach-html/css/font-awesome.min.css)
08:27:40	44432/44432	---M--	200	added ('OK')	font/woff	date:Sun,%2006%20Apr%202014%2010:21:06%20GMT	http://www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfont.woff?v=4.0.3	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfontba72.woff	(from http://www.thecowisgonemoo.com/approach-html/css/font-awesome.min.css)
08:27:40	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2006%20Apr%202014%2010:21:02%20GMT	http://www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfontd41d.eot	(from http://www.thecowisgonemoo.com/approach-html/css/font-awesome.min.css)
08:27:40	202148/202148	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2006%20Apr%202014%2010:21:05%20GMT	http://www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfont.svg?v=4.0.3	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfontba72.svg	(from http://www.thecowisgonemoo.com/approach-html/css/font-awesome.min.css)
08:27:42	6673/6673	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Apr%202014%2010:21:09%20GMT	http://www.thecowisgonemoo.com/approach-html/images/arrow-brown.png	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/images/arrow-brown.png	(from http://www.thecowisgonemoo.com/approach-html/css/second-demo.css)
08:27:45	80652/80652	---M--	200	added ('OK')	font/ttf	date:Sun,%2006%20Apr%202014%2010:21:06%20GMT	http://www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/css/fonts/fontawesome-webfontba72.ttf	(from http://www.thecowisgonemoo.com/approach-html/css/font-awesome.min.css)
08:27:45	29148/29148	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Apr%202014%2010:21:24%20GMT	http://www.thecowisgonemoo.com/approach-html/images/thanks-heading-background-2.jpg	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/images/thanks-heading-background-2.jpg	(from http://www.thecowisgonemoo.com/approach-html/css/second-demo.css)
08:27:53	220957/220957	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Apr%202014%2010:21:13%20GMT	http://www.thecowisgonemoo.com/approach-html/images/background-2.jpg	C:/My%20Web%20Sites/approach/www.thecowisgonemoo.com/approach-html/images/background-2.jpg	(from http://www.thecowisgonemoo.com/approach-html/css/second-demo.css)
